"rain_sr","temp_sr","lat","lon"
2952,NULL,"31.5","75.75"
2953,NULL,"27","76.5"
2954,NULL,"26","79.25"
2955,NULL,"12.75","76.25"
2956,NULL,"11","79.25"
2957,NULL,"25","75.5"
2958,577,"25.5","80.5"
2959,NULL,"23.5","77.25"
2960,NULL,"26","86.25"
2961,NULL,"32.25","75.25"
2962,NULL,"26.25","82.5"
2963,NULL,"16.75","81"
2964,NULL,"24.75","80"
2965,578,"25.5","82.5"
2966,NULL,"24","80.75"
2967,NULL,"20.75","75.25"
2968,NULL,"26.5","92"
2969,NULL,"17","74"
2970,NULL,"13.25","78"
2971,NULL,"21.5","86.75"
2972,NULL,"27.75","82.5"
2973,NULL,"18.5","80"
2974,NULL,"26.25","83.25"
2975,NULL,"19","79"
2976,NULL,"28.5","72"
2977,NULL,"25","87"
2978,NULL,"25","70.75"
2979,NULL,"17.75","81.5"
2980,NULL,"33.75","78.75"
2981,NULL,"27","88"
2982,NULL,"25","72.5"
2983,579,"18.5","81.5"
2984,NULL,"28.75","79.5"
2985,NULL,"34.5","78"
2986,NULL,"23.75","76"
2987,580,"14.5","75.5"
2988,NULL,"26","70.75"
2989,NULL,"36.25","73.25"
2990,NULL,"29","78.25"
2991,NULL,"25.5","88"
2992,NULL,"17.75","82.25"
2993,NULL,"18.5","83.25"
2994,NULL,"26.5","94"
2995,NULL,"15","80"
2996,NULL,"18.25","80.5"
2997,NULL,"10.5","76.75"
2998,NULL,"31.75","78.25"
2999,NULL,"30.5","79.75"
3000,NULL,"15.25","75.5"
3001,NULL,"23.5","74.25"
3002,NULL,"24.75","84"
3003,NULL,"27","71.5"
3004,NULL,"25.75","82.5"
3005,NULL,"20.5","85.25"
3006,NULL,"25","86.5"
3007,NULL,"16.5","79.75"
3008,581,"27.5","77.5"
3009,NULL,"34.25","73.75"
3010,NULL,"13","78.5"
3011,NULL,"24.5","71.25"
3012,582,"25.5","76.5"
3013,NULL,"21","75.25"
3014,NULL,"21.25","72.75"
3015,NULL,"27","92"
3016,NULL,"28","79"
3017,NULL,"29.25","78"
3018,NULL,"30.75","75.75"
3019,NULL,"21","78.5"
3020,NULL,"18.75","75"
3021,NULL,"17.75","73.5"
3022,NULL,"16.75","78"
3023,NULL,"21.25","79.25"
3024,NULL,"26.25","84.5"
3025,NULL,"11.25","78.5"
3026,NULL,"24.75","85"
3027,NULL,"22.5","93"
3028,NULL,"27.5","83"
3029,583,"26.5","74.5"
3030,NULL,"20.25","80.5"
3031,NULL,"26.25","74.25"
3032,NULL,"19.25","75.5"
3033,NULL,"26","84.25"
3034,NULL,"29","73.5"
3035,NULL,"23.75","77.75"
3036,NULL,"37.25","74.5"
3037,NULL,"31.5","76.75"
3038,NULL,"22.5","72"
3039,NULL,"24.5","85.25"
3040,NULL,"36","80"
3041,NULL,"22.75","86.75"
3042,584,"30.5","77.5"
3043,NULL,"14","79"
3044,585,"26.5","83.5"
3045,NULL,"21","71.5"
3046,NULL,"22.75","88.25"
3047,NULL,"23.75","68"
3048,NULL,"20.25","76.25"
3049,NULL,"15.5","74.25"
3050,NULL,"22.25","73.5"
3051,NULL,"24.25","80.75"
3052,NULL,"22.25","75"
3053,NULL,"23.25","76"
3054,NULL,"30.5","76.25"
3055,NULL,"28","93.5"
3056,NULL,"13.25","79.75"
3057,NULL,"25.25","86"
3058,NULL,"31.5","78"
3059,NULL,"27.5","75.75"
3060,NULL,"26.25","77.5"
3061,NULL,"27","72.25"
3062,NULL,"17.5","77"
3063,NULL,"24","74.75"
3064,NULL,"28.75","80.75"
3065,NULL,"22","78.75"
3066,NULL,"25.25","81.25"
3067,NULL,"13.75","77.5"
3068,NULL,"17.75","78.5"
3069,NULL,"16.5","81"
3070,NULL,"13.75","76"
3071,NULL,"18","75"
3072,NULL,"14.25","74.25"
3073,NULL,"28","79.25"
3074,NULL,"13.75","74.75"
3075,NULL,"13","77.75"
3076,NULL,"36","74.25"
3077,NULL,"20.5","73.75"
3078,NULL,"21.5","85.75"
3079,NULL,"24","87.5"
3080,NULL,"18.5","83"
3081,NULL,"17.75","75.75"
3082,NULL,"30","80"
3083,NULL,"17.25","73.5"
3084,NULL,"25.25","83.75"
3085,NULL,"21.25","72.5"
3086,NULL,"23.75","72.5"
3087,NULL,"20.5","82.75"
3088,NULL,"17.75","78.75"
3089,NULL,"26.5","70"
3090,NULL,"35.25","77"
3091,NULL,"31.25","79.25"
3092,NULL,"23","77"
3093,NULL,"17.5","74"
3094,NULL,"26.75","88"
3095,NULL,"29.75","75.5"
3096,NULL,"24.75","80.25"
3097,NULL,"20.75","73.5"
3098,NULL,"25.75","87.75"
3099,NULL,"26.25","72.25"
3100,NULL,"27.75","77.25"
3101,NULL,"21.75","88.25"
3102,NULL,"22","85.75"
3103,NULL,"20","74.5"
3104,NULL,"28.25","73.5"
3105,NULL,"27","75.5"
3106,NULL,"16","77"
3107,NULL,"32","78.75"
3108,NULL,"25.5","86.25"
3109,NULL,"16","73.75"
3110,NULL,"28","94.5"
3111,NULL,"27.5","81"
3112,NULL,"30.25","74.75"
3113,NULL,"19.75","79.5"
3114,NULL,"19.25","84.25"
3115,NULL,"14","76.5"
3116,NULL,"20.5","84"
3117,NULL,"12.75","80"
3118,NULL,"25.25","78"
3119,NULL,"23.5","73.25"
3120,NULL,"24.5","69.25"
3121,NULL,"23.75","92"
3122,NULL,"21.75","85.75"
3123,NULL,"22.5","75.25"
3124,NULL,"26.5","71.75"
3125,NULL,"17.5","77.25"
3126,NULL,"24.75","87.5"
3127,NULL,"25.5","92"
3128,NULL,"25.75","73.25"
3129,NULL,"24.75","79.25"
3130,NULL,"25","94.5"
3131,NULL,"17","80.5"
3132,NULL,"23.75","73.25"
3133,NULL,"35.5","77"
3134,NULL,"13","78"
3135,NULL,"26","87"
3136,586,"35.5","74.5"
3137,NULL,"23.25","84"
3138,NULL,"9.75","77.75"
3139,NULL,"25.5","81.25"
3140,NULL,"29","96"
3141,NULL,"27.75","95.75"
3142,NULL,"20.5","81.75"
3143,NULL,"23.25","79.5"
3144,NULL,"34","74.5"
3145,NULL,"21.25","75.75"
3146,NULL,"26.75","92.5"
3147,NULL,"34.5","75.75"
3148,NULL,"21.25","86.5"
3149,NULL,"27.5","74"
3150,NULL,"25.5","87.75"
3151,NULL,"26.5","93.75"
3152,NULL,"20.5","79"
3153,NULL,"27.75","96.5"
3154,NULL,"24","70.75"
3155,NULL,"16.5","79"
3156,NULL,"23.25","73"
3157,NULL,"22","85.25"
3158,NULL,"21","77.25"
3159,NULL,"23","84"
3160,NULL,"9.25","76.5"
3161,NULL,"25","71.25"
3162,587,"24.5","88.5"
3163,NULL,"21.25","86.75"
3164,NULL,"26.25","75.5"
3165,NULL,"25.75","91.5"
3166,NULL,"26.5","78.25"
3167,NULL,"23.75","87.25"
3168,NULL,"25.75","78.5"
3169,NULL,"18","82.25"
3170,588,"18.5","84.5"
3171,NULL,"20","84.75"
3172,NULL,"27.5","72"
3173,NULL,"29.75","75.75"
3174,NULL,"17","73.25"
3175,NULL,"26","88"
3176,NULL,"15.25","77.5"
3177,NULL,"27.25","78.75"
3178,NULL,"33","78.75"
3179,NULL,"24","73.75"
3180,NULL,"23.25","84.5"
3181,NULL,"20.25","84"
3182,NULL,"31","78.5"
3183,NULL,"36.75","74.75"
3184,NULL,"34","75.5"
3185,NULL,"26.5","78.75"
3186,NULL,"22.5","69.75"
3187,NULL,"23.5","91.25"
3188,NULL,"26.25","90"
3189,NULL,"28","81"
3190,NULL,"26.75","87"
3191,NULL,"15.75","75.25"
3192,NULL,"13.75","76.5"
3193,NULL,"27","74"
3194,NULL,"18.25","79.25"
3195,NULL,"24.5","86.75"
3196,NULL,"26.25","77"
3197,NULL,"21","78.25"
3198,NULL,"28.25","78.5"
3199,NULL,"34","76.25"
3200,NULL,"34.75","79"
3201,NULL,"27","90.75"
3202,NULL,"23","84.75"
3203,NULL,"21.75","72.75"
3204,NULL,"26.5","71.25"
3205,NULL,"22.75","85.75"
3206,NULL,"20.5","83.25"
3207,NULL,"15.5","77.25"
3208,NULL,"21.75","86.25"
3209,NULL,"33.5","77.25"
3210,NULL,"20.5","73"
3211,NULL,"18.75","78.75"
3212,NULL,"18","81.5"
3213,NULL,"21.75","85.5"
3214,NULL,"34.5","74.75"
3215,NULL,"26.75","71"
3216,NULL,"27.5","93.25"
3217,NULL,"28.25","75.75"
3218,589,"32.5","75.5"
3219,NULL,"18.5","82"
3220,NULL,"28","97"
3221,NULL,"23","86"
3222,NULL,"26","89.75"
3223,NULL,"25.25","75"
3224,590,"26.5","75.5"
3225,NULL,"19","82.75"
3226,NULL,"23","86.75"
3227,NULL,"26.5","78"
3228,NULL,"23.5","81"
3229,591,"19.5","75.5"
3230,NULL,"17.25","76.25"
3231,NULL,"20","75.25"
3232,NULL,"22","83.5"
3233,NULL,"16.75","76"
3234,NULL,"30.75","74.5"
3235,NULL,"20.5","84.75"
3236,NULL,"17.25","76.75"
3237,NULL,"30.25","79.5"
3238,NULL,"25.75","76.5"
3239,NULL,"25","87.25"
3240,NULL,"14.5","76.25"
3241,NULL,"19.25","74.75"
3242,NULL,"22.5","71"
3243,NULL,"24","86"
3244,592,"21.5","74.5"
3245,NULL,"11","78.75"
3246,593,"26.5","82.5"
3247,NULL,"26","85.5"
3248,NULL,"21.5","77.25"
3249,NULL,"21","75.75"
3250,NULL,"8.25","77.5"
3251,NULL,"18.75","74"
3252,NULL,"15.75","79.5"
3253,NULL,"24.5","93"
3254,NULL,"32","77"
3255,NULL,"22.25","69"
3256,NULL,"19.25","77.5"
3257,NULL,"21.25","85.5"
3258,NULL,"27.75","82"
3259,NULL,"24.5","93.75"
3260,NULL,"26.75","77.25"
3261,NULL,"35.5","79.75"
3262,NULL,"23","80.25"
3263,NULL,"19.75","85"
3264,NULL,"29.25","95.5"
3265,NULL,"22.75","84.25"
3266,594,"13.5","80.5"
3267,NULL,"25.25","75.25"
3268,NULL,"22.75","79.5"
3269,NULL,"30.5","76.75"
3270,NULL,"27.75","81"
3271,NULL,"24.5","72.75"
3272,NULL,"28.75","73.75"
3273,NULL,"22.5","69.25"
3274,NULL,"34","76.75"
3275,NULL,"26.5","80"
3276,NULL,"32.5","76.25"
3277,NULL,"21","74.25"
3278,NULL,"25.5","72.75"
3279,NULL,"33.25","76.25"
3280,NULL,"16","78.25"
3281,NULL,"19.25","80.5"
3282,NULL,"15.75","76"
3283,NULL,"30.75","78.75"
3284,NULL,"22.75","83"
3285,NULL,"28.5","96"
3286,NULL,"18","78.25"
3287,NULL,"37","75"
3288,NULL,"26","83.5"
3289,595,"23.5","93.5"
3290,NULL,"24.75","81.25"
3291,NULL,"9.5","79.25"
3292,NULL,"22.5","78.75"
3293,NULL,"26.75","83.75"
3294,NULL,"26.75","83"
3295,NULL,"10.25","76.5"
3296,NULL,"12.25","75.25"
3297,NULL,"24.75","71"
3298,NULL,"20","72.75"
3299,596,"22.5","81.5"
3300,NULL,"25.75","79.75"
3301,NULL,"22","76.5"
3302,NULL,"35","79"
3303,NULL,"30.5","79.25"
3304,NULL,"18.25","79.75"
3305,NULL,"22","85.5"
3306,NULL,"33","79.25"
3307,597,"25.5","91.5"
3308,NULL,"21.5","81"
3309,NULL,"31.25","78.75"
3310,NULL,"24.25","75"
3311,NULL,"8.75","78"
3312,NULL,"28","71.5"
3313,598,"19.5","78.5"
3314,NULL,"23.75","92.25"
3315,NULL,"14.5","75"
3316,NULL,"9","77.5"
3317,NULL,"27","91.75"
3318,NULL,"25.5","86"
3319,NULL,"13","75.25"
3320,NULL,"26.25","80.25"
3321,NULL,"23.5","70"
3322,NULL,"13.25","77"
3323,NULL,"13","80"
3324,NULL,"26.5","86"
3325,NULL,"20.5","79.75"
3326,NULL,"25.75","74.75"
3327,NULL,"14.75","74.25"
3328,NULL,"23.75","78.5"
3329,NULL,"34","75.25"
3330,NULL,"32.75","76.25"
3331,NULL,"27.25","76"
3332,NULL,"35.5","73.75"
3333,NULL,"32.25","76.25"
3334,NULL,"27.5","93"
3335,NULL,"13.25","77.25"
3336,NULL,"18.25","73.5"
3337,NULL,"22.75","88"
3338,NULL,"14.5","78"
3339,NULL,"35.5","74.25"
3340,NULL,"33.75","76.75"
3341,NULL,"25.25","77.5"
3342,NULL,"22.75","89"
3343,NULL,"26.5","80.25"
3344,NULL,"25.25","72.5"
3345,NULL,"36.75","75.25"
3346,NULL,"24.5","87.75"
3347,NULL,"22","80.25"
3348,NULL,"12","77.25"
3349,NULL,"21.5","73.75"
3350,NULL,"30.75","77.75"
3351,599,"21.5","86.5"
3352,NULL,"21.25","80.75"
3353,NULL,"32.25","77.25"
3354,NULL,"27.5","76"
3355,NULL,"26.75","78.75"
3356,600,"26.5","84.5"
3357,NULL,"26.5","76.25"
3358,NULL,"21.25","76.25"
3359,NULL,"21.75","86.75"
3360,NULL,"28.25","77.5"
3361,NULL,"24.75","73"
3362,NULL,"23.5","78.75"
3363,NULL,"22.25","68.75"
3364,NULL,"9.25","77.5"
3365,NULL,"26.25","92"
3366,NULL,"34.75","74.5"
3367,NULL,"30.75","79.5"
3368,NULL,"22.5","74.25"
3369,NULL,"30.75","79.75"
3370,NULL,"30.25","77"
3371,601,"27.5","94.5"
3372,NULL,"23.75","78.75"
3373,NULL,"22.75","80.25"
3374,NULL,"26.75","72.25"
3375,NULL,"16.75","75.25"
3376,NULL,"15.75","80.25"
3377,NULL,"26.25","70.5"
3378,NULL,"30.25","79.75"
3379,NULL,"18.75","75.5"
3380,NULL,"11.75","77.5"
3381,602,"26.5","72.5"
3382,NULL,"23.5","83.75"
3383,NULL,"21","86"
3384,NULL,"15.5","76"
3385,NULL,"28.75","94.25"
3386,NULL,"18.75","83"
3387,NULL,"25","71.75"
3388,NULL,"32.5","77.75"
3389,NULL,"21.75","70.5"
3390,NULL,"27.25","70.25"
3391,603,"8.5","76.5"
3392,NULL,"28","72.75"
3393,NULL,"28","81.5"
3394,NULL,"15.75","78.5"
3395,NULL,"28","74"
3396,NULL,"15.75","78.25"
3397,NULL,"13.5","77.25"
3398,NULL,"14","75"
3399,NULL,"22.75","70.5"
3400,NULL,"24.25","71.75"
3401,NULL,"25.75","90.75"
3402,NULL,"22.25","74.75"
3403,604,"24.5","85.5"
3404,NULL,"32.75","75.5"
3405,NULL,"16.25","74"
3406,NULL,"23.75","85"
3407,NULL,"28","96.5"
3408,NULL,"24","68"
3409,NULL,"17","75"
3410,NULL,"27.25","93"
3411,605,"29.5","78.5"
3412,NULL,"34.25","76.75"
3413,NULL,"27.25","82"
3414,NULL,"13.25","79.5"
3415,NULL,"13.5","78.75"
3416,NULL,"20.75","78.5"
3417,NULL,"16.5","78"
3418,NULL,"16.75","76.5"
3419,606,"21.5","82.5"
3420,NULL,"20.25","72.75"
3421,607,"13.5","78.5"
3422,NULL,"25","85.75"
3423,NULL,"32.5","75.75"
3424,NULL,"17.75","81.75"
3425,NULL,"19.5","75"
3426,NULL,"27","73"
3427,NULL,"26.75","83.25"
3428,NULL,"23.25","78.25"
3429,NULL,"22","86"
3430,NULL,"22.25","76.75"
3431,NULL,"18","82.75"
3432,NULL,"29","96.5"
3433,NULL,"31.25","75.25"
3434,NULL,"21.25","81.25"
3435,NULL,"33.25","78.5"
3436,NULL,"31","75.75"
3437,NULL,"27.25","81.75"
3438,NULL,"22","84.75"
3439,NULL,"16.25","76.25"
3440,NULL,"13","75.75"
3441,NULL,"28","71.75"
3442,NULL,"35.25","77.25"
3443,NULL,"17.75","78.25"
3444,NULL,"16","79.25"
3445,NULL,"29.75","79.75"
3446,NULL,"15.75","79"
3447,NULL,"17.5","78.25"
3448,NULL,"12","75"
3449,NULL,"27.75","92.5"
3450,NULL,"17","76"
3451,NULL,"25.75","94.75"
3452,NULL,"25","71"
3453,NULL,"20.25","79"
3454,NULL,"8.5","76.75"
3455,NULL,"35.75","75.5"
3456,608,"22.5","77.5"
3457,NULL,"14.75","75.25"
3458,609,"14.5","78.5"
3459,NULL,"20","74.25"
3460,NULL,"25","88"
3461,NULL,"19.5","74"
3462,NULL,"28","78.75"
3463,NULL,"21.25","70.25"
3464,NULL,"22.75","93"
3465,NULL,"15","79.25"
3466,610,"25.5","79.5"
3467,NULL,"23.75","76.5"
3468,NULL,"25.25","73.75"
3469,NULL,"26.25","85.75"
3470,NULL,"28.75","95"
3471,NULL,"16","75.5"
3472,NULL,"35.75","79"
3473,NULL,"17","73.75"
3474,NULL,"20.25","79.75"
3475,NULL,"20.75","77.75"
3476,NULL,"26","71"
3477,NULL,"24.5","81"
3478,NULL,"27.5","78"
3479,NULL,"22","74"
3480,NULL,"29.75","75"
3481,NULL,"16.75","82"
3482,NULL,"20.25","85.5"
3483,611,"34.5","77.5"
3484,NULL,"12.25","78.25"
3485,NULL,"35.5","80.25"
3486,NULL,"15.75","75.75"
3487,NULL,"26.25","71.5"
3488,NULL,"13","78.75"
3489,NULL,"23.5","75.75"
3490,NULL,"30.5","77.25"
3491,NULL,"14.75","75.75"
3492,NULL,"34.75","76.75"
3493,612,"26.5","87.5"
3494,NULL,"21.75","73.75"
3495,NULL,"16.25","77.25"
3496,NULL,"19.5","83.75"
3497,NULL,"27.75","77.5"
3498,NULL,"27.75","81.5"
3499,NULL,"17","75.25"
3500,NULL,"25.75","71.75"
3501,NULL,"23.5","82"
3502,NULL,"18","82"
3503,NULL,"23.75","77.5"
3504,NULL,"27","94.25"
3505,NULL,"29","74.75"
3506,NULL,"23.25","71.5"
3507,NULL,"26","88.25"
3508,NULL,"25.25","93.5"
3509,NULL,"23.75","88.5"
3510,NULL,"22.25","79.25"
3511,NULL,"18","73.75"
3512,NULL,"22.25","92.5"
3513,NULL,"22.5","77"
3514,NULL,"34.75","75"
3515,NULL,"9","76.75"
3516,NULL,"25.5","83"
3517,NULL,"27.25","93.5"
3518,NULL,"25.5","74"
3519,NULL,"36.5","74"
3520,NULL,"29","78"
3521,NULL,"26.5","90.25"
3522,NULL,"28","74.5"
3523,NULL,"25","92.25"
3524,NULL,"24.75","76.25"
3525,NULL,"23.5","68.25"
3526,NULL,"15.75","77.5"
3527,NULL,"28","75.5"
3528,NULL,"24.75","75.25"
3529,NULL,"25.75","91.75"
3530,NULL,"16","76.75"
3531,NULL,"23.5","84"
3532,NULL,"22.5","84.75"
3533,NULL,"23.75","72.75"
3534,NULL,"23","75"
3535,NULL,"18.75","80"
3536,NULL,"17","82"
3537,NULL,"27.25","80.75"
3538,613,"22.5","73.5"
3539,NULL,"34.5","73.75"
3540,NULL,"36","72.75"
3541,NULL,"31","78.25"
3542,NULL,"23.25","92.25"
3543,NULL,"27.75","71.25"
3544,NULL,"36.25","74"
3545,NULL,"26.5","89.75"
3546,NULL,"16.5","77"
3547,NULL,"21.75","79"
3548,NULL,"21.75","83.75"
3549,614,"24.5","71.5"
3550,NULL,"16.25","77"
3551,NULL,"33","75.5"
3552,NULL,"23.5","70.75"
3553,NULL,"24.75","84.5"
3554,NULL,"29.25","78.25"
3555,NULL,"15.5","74"
3556,NULL,"20.75","78.25"
3557,NULL,"25.75","80.25"
3558,NULL,"10.25","76.25"
3559,NULL,"21.25","81"
3560,NULL,"17","80.75"
3561,NULL,"26","70.5"
3562,NULL,"34.75","77.5"
3563,NULL,"26.75","72.75"
3564,NULL,"27","77.75"
3565,NULL,"36.25","76"
3566,NULL,"13.5","75.75"
3567,NULL,"27","82.25"
3568,NULL,"28.5","79.75"
3569,NULL,"27","72.75"
3570,NULL,"27.75","91.5"
3571,NULL,"31.25","76"
3572,NULL,"25.25","75.5"
3573,NULL,"22","77.5"
3574,NULL,"29","74"
3575,NULL,"25.25","75.75"
3576,NULL,"23.25","70.5"
3577,NULL,"23.5","88.25"
3578,NULL,"12.75","78"
3579,NULL,"16","78.5"
3580,615,"20.5","77.5"
3581,NULL,"29.75","79.5"
3582,NULL,"12.5","75.75"
3583,NULL,"18.25","80.75"
3584,NULL,"9.5","78.25"
3585,NULL,"20.75","83.5"
3586,616,"26.5","90.5"
3587,NULL,"12.5","78.75"
3588,NULL,"19.5","85"
3589,NULL,"18.25","81"
3590,NULL,"26","80.5"
3591,NULL,"27.75","71"
3592,NULL,"22.25","81.25"
3593,NULL,"25.75","89.75"
3594,NULL,"35.5","74.75"
3595,NULL,"23.25","83.75"
3596,NULL,"26","74"
3597,NULL,"13","76.5"
3598,NULL,"22.75","73.25"
3599,617,"26.5","77.5"
3600,NULL,"26.75","70.5"
3601,NULL,"35.25","74.25"
3602,NULL,"27.25","73"
3603,NULL,"21.5","80.75"
3604,NULL,"34.75","74.75"
3605,NULL,"24.25","92.5"
3606,NULL,"26.25","91.75"
3607,NULL,"26.75","91"
3608,NULL,"24.25","92.75"
3609,NULL,"19.75","74.25"
3610,NULL,"29.75","74"
3611,NULL,"26.75","75.5"
3612,NULL,"18.5","78.75"
3613,618,"21.5","83.5"
3614,NULL,"21","84.25"
3615,NULL,"23.25","71.75"
3616,NULL,"24","87"
3617,NULL,"25","78.75"
3618,NULL,"15.5","79.25"
3619,NULL,"29.75","74.75"
3620,NULL,"27","90"
3621,619,"13.5","75.5"
3622,NULL,"23.25","82.5"
3623,NULL,"28.25","81"
3624,NULL,"22.5","74.75"
3625,NULL,"23.25","88.5"
3626,NULL,"18","74.25"
3627,NULL,"21","78.75"
3628,NULL,"34.75","79.5"
3629,620,"19.5","80.5"
3630,NULL,"24.5","85.75"
3631,NULL,"35.5","80"
3632,NULL,"20.75","83.25"
3633,NULL,"14","77.25"
3634,NULL,"31","79"
3635,NULL,"28","73.5"
3636,NULL,"11.75","77.25"
3637,NULL,"14","78.5"
3638,NULL,"24.25","69"
3639,NULL,"18.5","76"
3640,NULL,"31","74.5"
3641,NULL,"21","81.5"
3642,NULL,"22.75","81"
3643,NULL,"26","72.75"
3644,NULL,"20","80"
3645,NULL,"19.5","73.75"
3646,NULL,"23.5","86.25"
3647,NULL,"26.75","89.75"
3648,NULL,"25.75","72.25"
3649,NULL,"22.75","83.25"
3650,NULL,"23.5","76"
3651,NULL,"13.25","74.5"
3652,NULL,"21.25","78"
3653,621,"17.5","82.5"
3654,NULL,"30.5","77"
3655,NULL,"12","78.75"
3656,NULL,"28.75","74.25"
3657,NULL,"27.5","96.75"
3658,NULL,"19.5","82.25"
3659,NULL,"30.5","80"
3660,NULL,"18.25","77.75"
3661,NULL,"26","70.25"
3662,NULL,"25.75","93.5"
3663,NULL,"24.75","72.75"
3664,NULL,"17.25","74.5"
3665,NULL,"8.5","77"
3666,NULL,"26.75","71.5"
3667,NULL,"33.5","76.75"
3668,NULL,"28.5","75.75"
3669,NULL,"19.75","80.25"
3670,NULL,"24","70"
3671,622,"36.5","78.5"
3672,NULL,"17.5","75.25"
3673,NULL,"23.75","79"
3674,NULL,"25","73"
3675,NULL,"20.25","77.75"
3676,NULL,"22.75","75"
3677,NULL,"26.75","89"
3678,NULL,"24.5","93.25"
3679,NULL,"24.75","88"
3680,NULL,"23.5","76.75"
3681,NULL,"22.5","79"
3682,NULL,"24.5","75"
3683,NULL,"23.75","69.75"
3684,NULL,"27.25","84.25"
3685,NULL,"24.25","94.25"
3686,NULL,"12.25","78.5"
3687,623,"19.5","74.5"
3688,NULL,"20.25","74.75"
3689,NULL,"18.75","74.25"
3690,NULL,"17","78.75"
3691,NULL,"13.25","75"
3692,NULL,"22.25","72"
3693,NULL,"28","88.5"
3694,NULL,"24.75","86.75"
3695,NULL,"36.25","73.5"
3696,NULL,"24","84.5"
3697,NULL,"26.75","78.5"
3698,NULL,"24","75.5"
3699,NULL,"22.75","71.75"
3700,NULL,"24","84.75"
3701,NULL,"20","85"
3702,NULL,"18.5","82.75"
3703,NULL,"15.75","74.25"
3704,NULL,"33.25","75.25"
3705,NULL,"28.25","72.5"
3706,NULL,"11","79.75"
3707,NULL,"29.5","73"
3708,NULL,"25.75","76.25"
3709,NULL,"26.5","87.75"
3710,NULL,"18.5","81.75"
3711,NULL,"27.75","97"
3712,NULL,"22.5","75.75"
3713,NULL,"15.25","79"
3714,NULL,"20.25","73.5"
3715,624,"28.5","96.5"
3716,NULL,"25.5","77.75"
3717,NULL,"24.25","82.75"
3718,NULL,"25","75.75"
3719,NULL,"25.25","74"
3720,625,"31.5","74.5"
3721,NULL,"15.25","75.75"
3722,NULL,"24.75","80.5"
3723,626,"21.5","77.5"
3724,NULL,"25.25","91.75"
3725,NULL,"26.75","92.75"
3726,NULL,"26.5","87.25"
3727,NULL,"20.5","86"
3728,NULL,"14.5","75.75"
3729,NULL,"33","78"
3730,NULL,"30","73.5"
3731,627,"29.5","74.5"
3732,NULL,"27.75","74.25"
3733,NULL,"25","82.5"
3734,NULL,"27.75","76.75"
3735,NULL,"31","78.75"
3736,NULL,"18.25","76.5"
3737,NULL,"26.75","82.75"
3738,NULL,"21.75","74.25"
3739,NULL,"29.25","75.5"
3740,NULL,"19.75","83.25"
3741,NULL,"23.25","75.25"
3742,NULL,"35.75","73"
3743,NULL,"29","75.25"
3744,NULL,"25.5","75.25"
3745,NULL,"21","84"
3746,NULL,"12","77.75"
3747,NULL,"27.5","74.25"
3748,NULL,"22","71"
3749,NULL,"11","75.75"
3750,NULL,"28.25","78.25"
3751,NULL,"19.25","78.5"
3752,NULL,"27","78.5"
3753,NULL,"25.75","88.25"
3754,NULL,"26.25","80.75"
3755,NULL,"26.75","93.75"
3756,NULL,"24.25","72"
3757,NULL,"18","83.25"
3758,NULL,"22","71.5"
3759,NULL,"21.5","83.25"
3760,NULL,"27.5","71.75"
3761,NULL,"34","74.75"
3762,NULL,"25.25","78.5"
3763,NULL,"26","83"
3764,NULL,"32","77.5"
3765,NULL,"24.5","82"
3766,NULL,"18.75","79"
3767,628,"35.5","79.5"
3768,NULL,"24","70.5"
3769,NULL,"32.75","75"
3770,NULL,"22.5","82.25"
3771,NULL,"15.5","79.75"
3772,NULL,"17.75","75.25"
3773,NULL,"26","78.75"
3774,NULL,"11.25","76.75"
3775,NULL,"27.25","95.5"
3776,NULL,"24.5","72.25"
3777,NULL,"34.25","79.25"
3778,NULL,"22.5","71.75"
3779,NULL,"21.25","76"
3780,NULL,"26","80"
3781,NULL,"25.25","76.25"
3782,NULL,"19.5","77.25"
3783,NULL,"27","78.25"
3784,NULL,"19.75","78"
3785,629,"24.5","93.5"
3786,NULL,"19.25","83.75"
3787,NULL,"13","79.5"
3788,NULL,"16.25","76.5"
3789,NULL,"27.5","72.75"
3790,NULL,"26.25","71"
3791,NULL,"23.25","68.5"
3792,NULL,"18.75","74.75"
3793,NULL,"25.25","80.75"
3794,NULL,"23.75","87"
3795,NULL,"25","86"
3796,NULL,"21.5","79.75"
3797,NULL,"15","78.75"
3798,NULL,"21","77.75"
3799,NULL,"27.25","88.25"
3800,NULL,"25.75","75.75"
3801,NULL,"23.75","80.5"
3802,NULL,"19.25","80.25"
3803,NULL,"25.25","78.75"
3804,NULL,"17.5","80"
3805,NULL,"23","72.75"
3806,NULL,"29.25","75.25"
3807,NULL,"23.5","78"
3808,NULL,"14.25","79.25"
3809,NULL,"12.25","76"
3810,NULL,"21.75","76.5"
3811,NULL,"23.5","76.25"
3812,NULL,"22.25","88"
3813,NULL,"35.5","77.75"
3814,NULL,"17.25","82.25"
3815,NULL,"13.25","78.75"
3816,630,"27.5","82.5"
3817,NULL,"27.5","79.75"
3818,NULL,"24","76"
3819,631,"27.5","74.5"
3820,632,"24.5","69.5"
3821,NULL,"13.75","80.25"
3822,NULL,"26","75.5"
3823,NULL,"22.5","83.75"
3824,NULL,"15.5","75.25"
3825,NULL,"29.5","73.75"
3826,NULL,"29.25","78.75"
3827,NULL,"12.25","75.75"
3828,NULL,"30.5","74"
3829,633,"15.5","79.5"
3830,NULL,"18","75.5"
3831,NULL,"20.25","86"
3832,NULL,"17","73.5"
